id_row,tau_x,tau_y,balance,TOPSIS_score,rank
210,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
125,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
181,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
185,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
186,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
190,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
191,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
200,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
201,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
126,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
130,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
131,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
135,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
136,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
140,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
141,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
1,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
211,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
215,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
216,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
175,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
176,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
180,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
5,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
6,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
0,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
26,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
30,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
31,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
35,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
36,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
40,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
76,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
55,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
51,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
50,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
166,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
165,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
81,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
80,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
25,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
56,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
75,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
66,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
65,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
61,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
15,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
11,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
10,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
41,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
60,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
161,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
160,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
156,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
155,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
151,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
150,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
206,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
205,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
91,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
90,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
86,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
85,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
16,0.3950201990315357,0.3950201990315357,0.5142257857167022,0.6981001639523176,1
451,0.0743215013900382,0.36761755987286,0.58220416367904,0.5620895661306997,2
455,0.0742997502536818,0.3673138991395458,0.58220416367904,0.5619645379875098,3
460,0.0743177972583636,0.3672221749579485,0.58220416367904,0.5619405429602234,4
456,0.0745273135443553,0.3668682890272747,0.58220416367904,0.5619262934394487,5
461,0.0741206985079886,0.3668221782005212,0.58220416367904,0.5616811789126985,6
466,0.0740846401020105,0.3664812044959366,0.58220416367904,0.5615338494401069,7
450,0.0740805756170445,0.3664392853178807,0.58220416367904,0.5615159310979225,8
465,0.0741030710900104,0.3660116084695514,0.58220416367904,0.5613688023550207,9
331,0.0812249304519325,0.3824225647529755,0.5197937458416501,0.5426028361413593,10
335,0.0809882819548324,0.3825595768562649,0.5197937458416501,0.542532700556425,11
326,0.0807675492721667,0.3826069156954458,0.5197937458416501,0.5424361181388027,12
325,0.0803915296622962,0.3822630626562507,0.5197937458416501,0.5421069382372751,13
341,0.0802786231823235,0.3823704709407243,0.5197937458416501,0.5420899359407155,14
336,0.0802609078685717,0.38208608408333,0.5197937458416501,0.5419702103179489,15
340,0.0796101925764145,0.3820211247394306,0.5197937458416501,0.5416067923319446,16
330,0.0794484380549081,0.3818221047231727,0.5197937458416501,0.5414453587887611,17
624,0.0330720167917011,0.0310713341248418,0.9289948814569298,0.5351158383194763,18
601,0.0434852947638743,0.3368064228007024,0.58220416367904,0.5334532282237024,19
610,0.0430849907288202,0.3325008948128539,0.583504594031802,0.5320634418478856,20
615,0.0430651137398336,0.3321908241321671,0.583504594031802,0.531924944162726,21
611,0.0430222828792202,0.3315379763818625,0.583504594031802,0.5316324945417901,22
600,0.0430464646623604,0.3318953365215392,0.583071117247548,0.5315966985549638,23
606,0.0430978896150115,0.3324841753082502,0.58220416367904,0.5314743347450672,24
605,0.04305454868045,0.3319826461617434,0.582637640463294,0.5314406549175197,25
585,0.0528035651783281,0.3336363655302926,0.5562645201400477,0.5249316723470788,26
575,0.0523889526210594,0.3340510304875604,0.5562645201400477,0.5249005687172246,27
217,0.3835223134308898,0.1119106736029079,0.445335114673792,0.5240172491969226,28
586,0.0524346480669734,0.3316590762846376,0.5562645201400477,0.5238905761468603,29
590,0.051604857127089,0.3318272647293581,0.5562645201400477,0.5235448218900991,30
