sensitive_px,sensitive_py,row_fair_majority,row_fair_minority,col_fair_majority,col_fair_minority,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,NMI_van_rows_mean,NMI_van_rows_std,NMI_van_rows_var,AMI_van_rows_mean,AMI_van_rows_std,AMI_van_rows_var,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_rows_var,NMI_van_cols_mean,NMI_van_cols_std,NMI_van_cols_var,AMI_van_cols_mean,AMI_van_cols_std,AMI_van_cols_var,ARI_van_cols_mean,ARI_van_cols_std,ARI_van_cols_var,time_mean,time_std,time_var,balance_bera_mean,balance_bera_std,balance_bera_var
0.8,0.8,0.0,0.0,0.0,0.0,0.3950201990315357,0.0,0.0,0.3950201990315357,0.0,0.0,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.056589102745056116,0.026862804791089646,0.0007216102812441889,0.5142257857167022,0.0,0.0
0.8,0.8,0.0,0.0,0.0,0.25,0.3950201990315357,0.0,0.0,0.3950201990315357,0.0,0.0,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05727586746215817,0.01604424630428964,0.00025741783947271174,0.5142257857167022,0.0,0.0
0.8,0.8,0.0,0.0,0.0,0.5,0.3829494182159866,0.015778281957585433,0.00024895418153306605,0.19783143241654888,0.012804407044399273,0.00016395283975866173,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.5222271024518598,0.032032363092163195,0.0010260722852681787,0.5186520617032859,0.03227205229160347,0.0010414853591119888,0.40183962770453563,0.023837908692362127,0.0005682458908253939,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5650707136601386,0.037999938562084785,0.001443995330722218,0.5630813411874181,0.03817375079803844,0.0014572352499907402,0.6098756210722428,0.020913165499063822,0.0004373604911912334,0.9577476501464843,0.9162957828538962,0.8395979616758346,0.0,0.0,0.0
0.8,0.8,0.0,0.0,0.0,0.75,0.370756886986897,0.027174292065839285,0.000738442149279536,0.1290637265865847,0.018474629149346188,0.00034131192220587185,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.49732726221809215,0.03981803703076194,0.0015854760729831295,0.4940052538773293,0.04008118209749595,0.00160650115833263,0.35887122108883374,0.04202732791744343,0.0017662962918803201,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4666726096522426,0.04789221516723471,0.002293664273624706,0.46456650747492256,0.048081340834631316,0.0023118153364559847,0.4127011492305474,0.03367143317327834,0.0011337654119425488,0.2203551054000854,0.05707847364930803,0.0032579521541347507,0.0,0.0,0.0
0.8,0.8,0.0,0.0,0.0,1.0,0.35069997138474807,0.042716373686770566,0.0018246885809478249,0.09144313222774572,0.02486444504937434,0.0006182406276133562,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.5301399810469454,0.04268143516855378,0.0018217049080474594,0.5272692085364703,0.0429422121784014,0.0018440335867748454,0.39652481358348385,0.059617642088774084,0.0035542632482251668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42667553500772926,0.051337421277104583,0.0026355308233829105,0.424610383256133,0.05152234198421981,0.002654551723538899,0.2827768485468839,0.04193348642615074,0.0017584172838521683,0.19926660060882567,0.05888894192294327,0.0034679074808037858,0.0,0.0,0.0
0.8,0.8,0.0,0.0,0.25,0.0,0.3950201990315357,0.0,0.0,0.3950201990315357,0.0,0.0,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05849261283874507,0.021485359445025765,0.0004616206704819578,0.5142257857167022,0.0,0.0
0.8,0.8,0.0,0.0,0.25,0.25,0.3950201990315357,0.0,0.0,0.3950201990315357,0.0,0.0,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0539661884307861,0.014201086106418145,0.00020167084660190247,0.5142257857167022,0.0,0.0
0.8,0.8,0.0,0.0,0.25,0.5,0.38329080648787844,0.013663983269775406,0.0001867044387967022,0.1588809931454081,0.009326157864612461,8.697722051567288e-05,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.4981196963715406,0.01692960246007985,0.00028661143945634174,0.4947252863062507,0.017044103891150974,0.00029050147745234776,0.36579883805759145,0.018837849850613778,0.0003548645869942696,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5117627687029823,0.023832783289916514,0.0005680015593441238,0.5097807987393874,0.023929531054325985,0.0005726224564799518,0.49881697650990076,0.016524146532139256,0.0002730474186156098,0.9361703157424927,0.8977380837111891,0.805933666945438,0.2312316941575458,0.0,0.0
0.8,0.8,0.0,0.0,0.25,0.75,0.3581265240036112,0.024820628589430398,0.0006160636035744496,0.09499721313928514,0.011228855448541368,0.00012608719468423717,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.3967668928102501,0.01544266001345318,0.00023847574829110576,0.39305471529079206,0.01553769109622922,0.00024141984460184076,0.2714645222786766,0.021940902922898978,0.00048140322107207686,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3972981478882325,0.022433486681382925,0.0005032613246837851,0.3951087326335283,0.022514980072824025,0.000506924327679663,0.31562492181815427,0.017574371141387476,0.0003088585210152329,0.9990253686904907,0.9456213015067403,0.8941996458633015,0.3355126542678116,0.0,0.0
0.8,0.8,0.0,0.0,0.25,1.0,0.32108312143205486,0.02718813510363749,0.0007391946904136451,0.06186691668115335,0.013750359207997475,0.00018907237834896097,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.38406567949766335,0.02377430981173173,0.0005652178070242037,0.38049821639927817,0.023912009514637976,0.0005717841990281371,0.26419580403660825,0.03614899488057431,0.0013067498308757877,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3396487344119127,0.02743311044242497,0.0007525755485462858,0.33741325054262605,0.0275259796153549,0.0007576795537849335,0.19796599389243824,0.025545154503842944,0.0006525549186252074,0.9638883352279664,1.0517560057133895,1.1061906955541831,0.3926573083341513,0.0,0.0
