sensitive_p,fair_majority,fair_minority1,fair_minority2,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,NMI_van_rows_mean,NMI_van_rows_std,NMI_van_rows_var,AMI_van_rows_mean,AMI_van_rows_std,AMI_van_rows_var,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_rows_var,NMI_van_cols_mean,NMI_van_cols_std,NMI_van_cols_var,AMI_van_cols_mean,AMI_van_cols_std,AMI_van_cols_var,ARI_van_cols_mean,ARI_van_cols_std,ARI_van_cols_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.3063926605053015,0.015434420270865746,0.00023822132909771145,0.30403588716654106,0.017060748383120706,0.00029106913539215574,0.9195956423211318,0.12946331546220552,0.016760750050466542,0.9195025108324465,0.12961327140548,0.016799600124430623,0.8701798114177816,0.2090303624451431,0.04369369242394788,0.914166852569459,0.13820449741413263,0.01910048310549299,0.9140654519368546,0.13836776794406264,0.019145639205821966,0.8594697012264595,0.2262752781979932,0.05120050152357922,0.8123898320826408,0.12946331546220555,0.01676075005046655,0.8121725252757086,0.12961327140548,0.016799600124430623,0.6970862266414903,0.2090303624451431,0.04369369242394789,0.799722655995404,0.13820449741413263,0.01910048310549299,0.7994860545193274,0.13836776794406266,0.019145639205821977,0.6720959695284054,0.2262752781979932,0.05120050152357922,0.9924107142857144,0.002156454872944882,4.650297619047727e-06,0.9966261976047905,0.0009507684710080164,9.039606854629212e-07,4.548938223043774e-06,2.282046122214065e-06,5.20773450391225e-12,1.92855384349823,0.5856582532155432,0.34299558955948134
0.0,0.0,0.0,0.25,0.30936304363876366,0.016209815125287717,0.0002627581063960064,0.3073429522055403,0.0179484330094411,0.000322146247494395,0.8936114867123089,0.13734698006366464,0.01886419293260869,0.8934884591265867,0.13750580799387352,0.01890784723204801,0.8286822924237525,0.22117020945107957,0.04891626154863441,0.8922906790284741,0.13905213545134282,0.01933549637357859,0.8921651225470981,0.13921422817180218,0.019380601325470596,0.8265678725921128,0.22389991371602322,0.05013117136204265,0.5477978919258791,0.23778514650502872,0.056541775898417974,0.5473817401316858,0.23792162204484676,0.05660669823645091,0.3784973713174233,0.24369930085898586,0.059389349239158506,0.520858147744787,0.2492024152506361,0.062101843766750466,0.520405745671001,0.24935010497052265,0.06217547484881066,0.33280233206862025,0.25660236685613685,0.06584477467617145,0.9910714285714286,0.0,0.0,0.9960357142857144,0.0,0.0,5.566356646911214e-06,5.162259049186924e-07,2.664891849091229e-13,2.163913631439209,0.4412736066337317,0.1947223959115414
0.0,0.0,0.0,0.5,0.30947546635063355,0.016356025499880158,0.00026751957015273,0.30745537491741026,0.018094540258207538,0.00032741238715589335,0.893202838236909,0.13787622518814502,0.019009853472132077,0.8930792367849243,0.13803579675437536,0.01905388118561522,0.8277943538237306,0.22232145882801038,0.04942683105541471,0.8889232412272097,0.14350926645484302,0.020594909558407135,0.8887928625647856,0.14367777013656016,0.020643301631414215,0.8195970704470295,0.23318877830182005,0.05437700632589538,0.6934945882840713,0.24786004293563163,0.061434600884053156,0.6931933808982895,0.24804534338875123,0.06152649237684352,0.5594284970764932,0.3017215810866701,0.09103591249344004,0.6745959264418524,0.26120285835354573,0.06822693321206247,0.6742683247723551,0.26140429662393333,0.06833220629345332,0.5258708672607696,0.3218648687870253,0.10359699375928902,0.9919642857142857,0.0018823081310526378,3.5430839002268744e-06,0.996429369831765,0.0008298987593850769,6.887319508288897e-07,4.821433219911889e-06,1.93019702634397e-06,3.7256605605071054e-12,1.8835521697998048,0.4045651581244002,0.16367296716822094
0.0,0.0,0.0,0.75,0.2989293933295144,0.006711676594856156,4.504660271393993e-05,0.2958992561796795,0.00777635826331936,6.04717478394953e-05,0.9677172331307327,0.10208707247910785,0.01042177036735462,0.9676800875962511,0.10220453697297384,0.010445767377859976,0.9552888818190943,0.14138897018462646,0.019990840889869188,0.9730726697571186,0.0851516948750403,0.007250811140091966,0.9730412806367745,0.08525095598907657,0.007267725497051472,0.9566419681480282,0.1371101355143594,0.018799189260766,0.6871661073823337,0.14173128307478314,0.020087756602024307,0.686830591646594,0.1418105849034566,0.020110241990660475,0.5220421012217799,0.14301064516606704,0.020452044630814736,0.665631668359844,0.1526046900083069,0.02328819141253144,0.6652650662598868,0.152695131121801,0.023315803068304,0.48187483608330384,0.15713621639699835,0.024691790503564293,0.9814804147465438,0.03032944875679928,0.0009198754618913134,0.9896184331797236,0.020293224680495256,0.00041181496793306176,0.00017439662238857365,0.0005326236876560926,2.836879926523749e-07,2.6976165056228636,1.0332869109285714,1.0676818402963093
0.0,0.0,0.0,1.0,0.28700774516749517,0.01281325231550133,0.0001641794349007002,0.2852607102578791,0.011451753277308158,0.0001311426531243381,0.7802979819192232,0.22566956280213885,0.05092675157530849,0.7800462131303979,0.2259237091960655,0.051041522376908365,0.7457247021080401,0.2649024217502026,0.07017329304912222,0.860312192083696,0.14737217660097626,0.02171855843610933,0.8601480132104037,0.14754545296341864,0.02176966069018038,0.772753637522516,0.23987655507430802,0.05754076167431753,0.6303585400047353,0.2050523568801963,0.042046469062123386,0.6300203362323284,0.2051829520166299,0.04210004379825865,0.5471689710966385,0.23661735607365458,0.055987773195286646,0.7032069755853662,0.2809112756468402,0.07891114478553503,0.7029131741267369,0.28113708371918084,0.0790380598421257,0.5727143001852831,0.3551519041945738,0.12613287505303175,0.8280256159774233,0.17179467144040247,0.029513409135315836,0.884866265060241,0.11400414561327418,0.012996945217012624,0.014036625439442932,0.014783542457797541,0.00021855312760150257,3.0890156269073485,1.8053701521680756,3.2593613863393807
0.0,0.0,0.25,0.0,0.30953167770656853,0.01642832217977957,0.0002698897696426373,0.30751158627334524,0.018166863367080937,0.00033003492459818734,0.8929985139992089,0.1381395836846921,0.019082544580580053,0.8928746256140933,0.138299524980968,0.019126758609961395,0.8273503845237198,0.22289337984712262,0.04968145877967369,0.8872395223265774,0.14565427028766992,0.021215166453033604,0.8871067325736292,0.1458258379136877,0.021265175003229116,0.8161116693744876,0.23761193237230352,0.056459430405700145,0.7663429364631674,0.21492186317076892,0.04619140726879471,0.7660992012815913,0.2151019772755059,0.04626886062783225,0.6498940599560281,0.28209773819879724,0.07957913389687715,0.751464815790385,0.2271417856078635,0.05159339076912862,0.7511996143230321,0.22733784178913316,0.05168249430934094,0.6224051348568442,0.3023412319986794,0.0914102205664793,0.9924107142857144,0.0021564548729448955,4.650297619047786e-06,0.9966261976047905,0.0009507684710080143,9.039606854629174e-07,4.448971506412227e-06,2.2344620131541915e-06,4.9928204882290826e-12,2.318336915969849,0.5180640052275645,0.2683903135124259
0.0,0.0,0.25,0.25,0.3188363065984997,0.015202672890529545,0.00023112126301644194,0.3178262608818881,0.016828905355183537,0.0002832120554537251,0.8136157775088406,0.1286188784216232,0.016542815886436288,0.8134001923006954,0.12876764890231368,0.016581107403829523,0.6997500424415559,0.20719668501282093,0.042930466280302136,0.8098249693991978,0.13133606556997754,0.017249162119401442,0.8096028344662655,0.13148952761164748,0.017289495871534208,0.6930083759636558,0.21211723806962618,0.04499372268628647,0.48250555324655514,0.28316062050419005,0.08017993700431793,0.4820675885326356,0.2833549438260642,0.08029002419067198,0.3273864341405718,0.32456754064037296,0.10534408843734017,0.4529535164782629,0.2978207474302024,0.08869719759988443,0.4524777146327922,0.29803163064445504,0.08882285286459286,0.2802640956500113,0.3447081429795022,0.11882370383637693,0.9915178571428571,0.0014117310982894875,1.9929846938776427e-06,0.9962325420587398,0.0006224240695388276,3.874117223412753e-07,4.893994783516909e-06,1.3669968839845013e-06,1.868680480823336e-12,2.7557595491409304,1.1274411546685068,1.271123557240256
0.0,0.0,0.25,0.5,0.3127269062637705,0.01678191799628321,0.00028163277163397425,0.31104349673608445,0.01855630742145161,0.0003443365451194202,0.8661970614395862,0.14104199671868722,0.01989284483839418,0.8660421292249086,0.14120531178412155,0.019938940076050973,0.7840769883296469,0.22760668765489653,0.05180480426523363,0.8586284731830638,0.14910320016404188,0.022231764299158338,0.8584618832192474,0.14927894387733243,0.022284203085131765,0.7692682364499742,0.243434524338674,0.05926036763999645,0.7931443890227902,0.22655749208229883,0.051328297218620894,0.7929316976707759,0.22675108171221975,0.05141605305766176,0.693167456150101,0.3005981289476967,0.09035923512685609,0.7800758649338988,0.23956266395901205,0.057390269963138535,0.7798444636774139,0.2397733714076621,0.057491269636196676,0.6692485677813578,0.3223309181158951,0.10389722077343586,0.9928571428571429,0.002305347229885417,5.314625850340365e-06,0.9968230253778158,0.0010164142493311074,1.0330979262433187e-06,3.976543076281017e-06,2.373148416529228e-06,5.631833406875182e-12,3.6246615409851075,2.888020872125416,8.340664557832048
0.0,0.0,0.25,0.75,0.30104709449510203,0.008940015746586745,7.992388154921896e-05,0.29835363925080427,0.010359446239998946,0.00010731812639942828,0.9349246233952833,0.1371962028131968,0.018822798066359833,0.9348497036662897,0.137354154390015,0.018866163728196078,0.910032282305469,0.18967296022971603,0.03597583184230344,0.9444616206136048,0.1171524215434765,0.013724689873500418,0.9443964312823928,0.11728996636195684,0.013756936209188966,0.9097985352235147,0.19033875384714727,0.03622884121608492,0.7040647583451858,0.15692827186840316,0.02462648251160346,0.703752514983251,0.1570353452740521,0.024660099665340763,0.5597265388712381,0.19606226049783135,0.03844040999151948,0.6942427175033575,0.1858557276325512,0.034542351493825056,0.6939099156142685,0.18599666939328402,0.0345947610253946,0.5287182690078174,0.22761262142408425,0.0518075054315435,0.9710829493087558,0.04218226370245327,0.0017793433710633067,0.9823955069124425,0.02881871208034801,0.0008305181659699964,0.00038684158658687995,0.0008096299419338612,6.555006428758274e-07,3.8790085315704346,1.1436854173422764,1.3080163338413766
0.0,0.0,0.25,1.0,0.2964253877820015,6.06461971625497e-05,3.6779612302788516e-09,0.2929321152416732,6.204687342165059e-05,3.84981450140233e-09,0.993802871892434,0.0,0.0,0.993791539014684,1.4332917616497527e-16,2.0543252740130517e-32,0.9970015588267456,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7241297628067429,1.0467283057891834e-16,1.0956401461402941e-32,0.7238102281241721,1.0467283057891834e-16,1.0956401461402941e-32,0.5647027713619143,0.0,0.0,0.7138895085648629,6.409875621278546e-17,4.108650548026103e-33,0.7135515064561819,9.064933036736789e-17,8.217301096052206e-33,0.531565670754865,0.0,0.0,0.990990990990991,0.0,0.0,0.993,0.0,0.0,2.403087803900301e-05,3.3994068011758404e-20,1.1555966599880561e-39,2.9578463077545165,1.4940283340515634,2.23212066294889
0.0,0.0,0.5,0.0,0.3062802377934316,0.015254169703916258,0.00023268969335587665,0.30392346445467106,0.01688042390151242,0.00028494871109475175,0.9200042907965317,0.1288065293442833,0.016591122001719714,0.9199117331741089,0.1289555632577743,0.01662953729512983,0.8710677500178035,0.20760416196239137,0.04309948806410682,0.9175342903707234,0.13286145811186323,0.017652167051610386,0.9174377119191673,0.13301709800837552,0.017693548362569783,0.8664405033715429,0.21526033712027012,0.046337012737132345,0.6666931357244485,0.22441633191373728,0.0503626900296167,0.6663608845091049,0.22457098334129963,0.05043212655887828,0.5161551008824203,0.2596055816296988,0.0673950580132942,0.6459848772983386,0.23605852666128235,0.055723628009495346,0.6456234754179733,0.23622649837539964,0.05580295853470269,0.47902743433625616,0.27601607602675143,0.07618487422520544,0.9915178571428571,0.001411731098289497,1.9929846938776698e-06,0.9962325420587398,0.0006224240695388178,3.874117223412631e-07,5.2938616500430986e-06,1.4831208197196033e-06,2.199647365885748e-12,2.4521300077438353,0.3482896868114195,0.12130570593919668
0.0,0.0,0.5,0.25,0.3062802377934316,0.015254169703916248,0.00023268969335587633,0.3039234644546711,0.01688042390151241,0.0002849487110947514,0.9200042907965317,0.1288065293442833,0.016591122001719718,0.9199117331741089,0.1289555632577743,0.01662953729512983,0.8710677500178035,0.20760416196239137,0.04309948806410682,0.9175342903707234,0.13286145811186323,0.01765216705161039,0.9174377119191673,0.13301709800837552,0.017693548362569783,0.8664405033715429,0.21526033712027012,0.04633701273713234,0.6666931357244485,0.22441633191373728,0.05036269002961669,0.6663608845091049,0.22457098334129963,0.05043212655887828,0.5161551008824203,0.25960558162969877,0.06739505801329419,0.6459848772983386,0.23605852666128235,0.055723628009495346,0.6456234754179733,0.23622649837539966,0.055802958534702705,0.47902743433625616,0.27601607602675143,0.07618487422520544,0.9915178571428571,0.0014117310982894912,1.9929846938776533e-06,0.9962325420587398,0.0006224240695388116,3.8741172234125533e-07,5.2938616500430986e-06,1.4831208197196033e-06,2.199647365885748e-12,2.45020010471344,1.041429086058853,1.0845745412893781
0.0,0.0,0.5,0.5,0.3095316777065685,0.016428322179779603,0.00026988976964263846,0.3075115862733452,0.018166863367080958,0.00033003492459818804,0.8929985139992089,0.1381395836846921,0.01908254458058005,0.8928746256140933,0.13829952498096804,0.019126758609961398,0.8273503845237198,0.22289337984712262,0.04968145877967369,0.8872395223265774,0.14565427028766992,0.021215166453033604,0.8871067325736292,0.1458258379136877,0.021265175003229116,0.8161116693744876,0.23761193237230352,0.056459430405700145,0.7663429364631674,0.21492186317076895,0.046191407268794726,0.7660992012815913,0.2151019772755059,0.04626886062783226,0.6498940599560281,0.28209773819879724,0.07957913389687715,0.7514648157903852,0.2271417856078635,0.05159339076912862,0.7511996143230322,0.22733784178913316,0.05168249430934094,0.6224051348568443,0.3023412319986794,0.09141022056647927,0.9924107142857144,0.0021564548729449,4.650297619047804e-06,0.9966261976047905,0.0009507684710080152,9.039606854629191e-07,4.448971506412227e-06,2.2344620131541915e-06,4.992820488229082e-12,4.181253957748413,2.755886388763257,7.594909787770585
0.0,0.0,0.5,0.75,0.2989562189256671,0.006796506578290406,4.619250166874476e-05,0.29592608177583213,0.00786118824675362,6.179828065089726e-05,0.9677172331307327,0.10208707247910785,0.01042177036735462,0.9676800875962511,0.10220453697297383,0.010445767377859972,0.9552888818190943,0.14138897018462646,0.019990840889869188,0.9730726697571186,0.0851516948750403,0.007250811140091965,0.9730412806367745,0.08525095598907659,0.007267725497051474,0.9566419681480282,0.1371101355143594,0.018799189260766,0.6871661073823337,0.14173128307478314,0.020087756602024307,0.686830591646594,0.1418105849034566,0.020110241990660478,0.5220421012217799,0.14301064516606707,0.02045204463081474,0.6656316683598439,0.15260469000830687,0.023288191412531432,0.6652650662598867,0.152695131121801,0.023315803068304,0.48187483608330384,0.15713621639699835,0.02469179050356429,0.9814804147465438,0.030329448756799278,0.0009198754618913132,0.9896184331797236,0.020293224680495266,0.00041181496793306214,0.00017439662238857365,0.0005326236876560927,2.83687992652375e-07,4.967378950119018,1.9545648916030374,3.820323915487193
