num_groups,sensitive_p,fair_majority,fair_minority1,fair_minority2,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,NMI_van_rows,AMI_van_rows,ARI_van_rows,NMI_van_cols,AMI_van_cols,ARI_van_cols,balance_chierichetti,balance_bera,KL_fairness_error,time
3,0.0,0.0,0.0,0.0,0,20,2,2,0.32875926040571546,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,1.0,1.0,1.0,1.0,1.0,1.0,0.9955357142857143,0.9980039920159679,1.241939212125306e-06,2.267853260040283
3,0.0,0.0,0.0,0.0,1,14,3,3,0.2968069748336956,0.2934401557783234,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.2577714920043945
3,0.0,0.0,0.0,0.0,2,14,3,3,0.2968069748336956,0.29344015577832355,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.0740032196044922
3,0.0,0.0,0.0,0.0,3,17,3,3,0.29680697483369556,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.8390402793884277
3,0.0,0.0,0.0,0.0,4,22,3,3,0.2968069748336956,0.29344015577832355,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.2244694232940674
3,0.0,0.0,0.0,0.0,5,26,3,3,0.2968069748336956,0.29344015577832355,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.2378170490264893
3,0.0,0.0,0.0,0.0,6,15,3,3,0.2968069748336956,0.29344015577832355,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.4412586688995361
3,0.0,0.0,0.0,0.0,7,26,2,2,0.32875926040571546,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,1.0,1.0,1.0,1.0,1.0,1.0,0.9955357142857143,0.9980039920159679,1.241939212125306e-06,3.0124118328094482
3,0.0,0.0,0.0,0.0,8,16,3,3,0.29680697483369556,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.6609244346618652
3,0.0,0.0,0.0,0.0,9,24,2,2,0.32875926040571546,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,1.0,1.0,1.0,1.0,1.0,1.0,0.9955357142857143,0.9980039920159679,1.241939212125306e-06,2.269988775253296
3,0.0,0.0,0.0,0.25,0,18,2,2,0.32819714684636586,0.32819714684636586,0.7340287167807724,0.7337211478164666,0.5717057310593813,0.7307266975711857,0.7304128063677454,0.5664196814802822,0.271516518209039,0.2709417961669817,0.09534437120465043,0.23131110651467346,0.23068710449322924,0.03465732403925304,0.9910714285714286,0.9960357142857144,4.966556347121929e-06,2.838723659515381
3,0.0,0.0,0.0,0.25,1,20,3,3,0.2968069748336956,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.131817102432251
3,0.0,0.0,0.0,0.25,2,15,3,3,0.2968069748336956,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.110365629196167
3,0.0,0.0,0.0,0.25,3,17,3,3,0.2968069748336956,0.29344015577832355,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.682537317276001
3,0.0,0.0,0.0,0.25,4,16,2,2,0.32819714684636586,0.32819714684636586,0.7340287167807724,0.7337211478164666,0.5717057310593813,0.7307266975711857,0.7304128063677454,0.5664196814802822,0.271516518209039,0.2709417961669817,0.09534437120465043,0.23131110651467346,0.23068710449322924,0.03465732403925304,0.9910714285714286,0.9960357142857144,4.966556347121929e-06,2.0617127418518066
3,0.0,0.0,0.0,0.25,5,16,2,2,0.32819714684636586,0.32819714684636586,0.7340287167807724,0.7337211478164666,0.5717057310593813,0.7307266975711857,0.7304128063677454,0.5664196814802822,0.271516518209039,0.2709417961669817,0.09534437120465043,0.23131110651467346,0.23068710449322924,0.03465732403925304,0.9910714285714286,0.9960357142857144,4.966556347121929e-06,1.3282647132873535
3,0.0,0.0,0.0,0.25,6,19,3,3,0.2968069748336956,0.2934401557783233,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.2595505714416504
3,0.0,0.0,0.0,0.25,7,18,3,3,0.2968069748336956,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.0794665813446045
3,0.0,0.0,0.0,0.25,8,21,3,3,0.2968069748336956,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,2.548795461654663
3,0.0,0.0,0.0,0.25,9,17,2,2,0.32819714684636586,0.32819714684636586,0.7340287167807724,0.7337211478164666,0.5717057310593813,0.7307266975711857,0.7304128063677454,0.5664196814802822,0.271516518209039,0.2709417961669817,0.09534437120465043,0.23131110651467346,0.23068710449322924,0.03465732403925304,0.9910714285714286,0.9960357142857144,4.966556347121929e-06,2.597902536392212
3,0.0,0.0,0.0,0.5,0,20,2,2,0.32875926040571546,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,1.0,1.0,1.0,1.0,1.0,1.0,0.9955357142857143,0.9980039920159679,1.241939212125306e-06,2.6193606853485107
3,0.0,0.0,0.0,0.5,1,12,3,3,0.2968069748336956,0.29344015577832344,1.0,1.0,1.0,1.0,1.0,1.0,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648628,0.7135515064561819,0.531565670754865,0.9910714285714286,0.9960357142857144,5.966223513437403e-06,1.44425630569458
