num_groups,sensitive_px,sensitive_py,row_fair_majority,row_fair_minority,col_fair_majority,col_fair_minority,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,NMI_van_rows,AMI_van_rows,ARI_van_rows,NMI_van_cols,AMI_van_cols,ARI_van_cols,balance_bera_rows,balance_bera_cols,time
2,1.0,1.0,1.0,1.0,1.0,1.0,0,110,2,2,0.08265564683074769,0.08265564683074772,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.3829625014837448,0.3822715257031258,0.35115903743125804,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,8.221918821334839
2,1.0,1.0,1.0,1.0,1.0,1.0,1,112,2,2,0.100547787907267,0.10054778790726694,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,8.165017366409302
2,1.0,1.0,1.0,1.0,1.0,1.0,2,120,2,2,0.1387385864705872,0.13873858647058743,0.3014181727586901,0.3006343997425296,0.2615628312159909,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,6.678770065307617
2,1.0,1.0,1.0,1.0,1.0,1.0,3,113,2,2,0.08265564683074769,0.08265564683074772,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.3829625014837448,0.3822715257031258,0.35115903743125804,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,8.347246646881104
2,1.0,1.0,1.0,1.0,1.0,1.0,4,114,2,2,0.10058777876787751,0.10058777876787743,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,8.27853012084961
2,1.0,1.0,1.0,1.0,1.0,1.0,5,116,2,2,0.10058777876787751,0.10058777876787743,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,7.354651927947998
2,1.0,1.0,1.0,1.0,1.0,1.0,6,117,2,2,0.10998153469426043,0.10998153469426061,0.3014181727586901,0.3006343997425296,0.2615628312159909,0.3829625014837448,0.3822715257031258,0.35115903743125804,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,8.93589472770691
2,1.0,1.0,1.0,1.0,1.0,1.0,7,82,2,2,0.10058777876787751,0.10058777876787743,0.3360994929026036,0.3353546305506397,0.2993490381235669,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,4.9777750968933105
2,1.0,1.0,1.0,1.0,1.0,1.0,8,82,2,2,0.10998153469426043,0.10998153469426061,0.3014181727586901,0.3006343997425296,0.2615628312159909,0.3829625014837448,0.3822715257031258,0.35115903743125804,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,4.160255193710327
2,1.0,1.0,1.0,1.0,1.0,1.0,9,109,2,2,0.13893655038599162,0.13893655038599134,0.3014181727586901,0.3006343997425296,0.2615628312159909,0.34699176753611993,0.3462605107255333,0.32127119428467266,0.4139864836759286,0.4135343949340325,0.34992222401017875,0.4688110953167741,0.46840923617692776,0.42983331795879354,0.9999959839518717,0.9999959839518717,3.8882880210876465
