sensitive_px,sensitive_py,row_fair_majority,row_fair_minority,col_fair_majority,col_fair_minority,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,NMI_van_rows_mean,NMI_van_rows_std,NMI_van_rows_var,AMI_van_rows_mean,AMI_van_rows_std,AMI_van_rows_var,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_rows_var,NMI_van_cols_mean,NMI_van_cols_std,NMI_van_cols_var,AMI_van_cols_mean,AMI_van_cols_std,AMI_van_cols_var,ARI_van_cols_mean,ARI_van_cols_std,ARI_van_cols_var,time_mean,time_std,time_var,balance_bera_mean,balance_bera_std,balance_bera_var
0.0,0.0,0.5,0.5,0.5,0.5,0.3950201990315357,0.0,0.0,0.3950201990315357,0.0,0.0,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0678699016571045,0.3594328012146175,0.1291919385889867,0.9986073842600456,0.0,0.0
0.0,0.4,0.5,0.0,0.75,0.75,0.3768739965980191,0.0005590273471304,3.125115748396823e-07,0.376873996598019,0.0005590273471303,3.1251157483962456e-07,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.5839684312637294,5.233641528945917e-17,2.7391003653507356e-33,0.5834951674132557,5.233641528945917e-17,2.7391003653507356e-33,0.4974834382331247,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.728563705385703,0.0,0.0,0.7283539510039181,0.0,0.0,0.7869701170358754,0.0,0.0,0.8378716945648194,0.3037448804189745,0.0922609523807371,0.9745522010808668,0.0,0.0
0.0,0.8,0.25,0.5,0.5,0.75,0.3562950802477613,0.0151261308187622,0.0002287998335463,0.3562950802477612,0.0151261308187622,0.0002287998335463,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.5367222212678395,0.0252221040024621,0.000636154530311,0.5361995433271247,0.0252505600130581,0.000637590780973,0.4651230933860883,0.0113553462164446,0.0001289438876953,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.627266818437669,0.0,0.0,0.6269819826872108,0.0,0.0,0.6645141011683655,0.0,0.0,1.5188180923461914,0.7779242490059384,0.6051661371914532,0.8943902124057184,0.0,0.0
0.0,1.0,0.0,0.25,0.75,0.75,0.3144402558387404,0.014112556124126,0.0001991642403566,0.3144402558387407,0.014112556124126,0.0001991642403566,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.4490995931688733,0.0080357217633742,6.457282425836698e-05,0.4484798075928339,0.0080447622802812,6.471820014623566e-05,0.4178791837570063,0.0057139533007217,3.2649262322829385e-05,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5874949963096943,0.0,0.0,0.587180964825791,0.0,0.0,0.6104222135968883,0.0,0.0,0.591434645652771,0.2057889796310627,0.0423491041375939,0.8560859931513122,0.0,0.0
0.4,0.0,0.75,0.0,0.25,0.25,0.3707908020412231,0.0014205959919268,2.018092972278556e-06,0.370790802041223,0.0014205959919267,2.018092972278473e-06,0.5434923355854019,0.0,0.0,0.5429697361648834,0.0,0.0,0.446002100078039,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,0.6694682938138854,0.0,0.0,0.669206133060099,0.0,0.0,0.7258922316488134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.084692859649658,0.7668331017092732,0.5880330058770646,0.9856669861462056,0.0,0.0
0.4,0.4,0.75,0.25,0.75,0.5,0.3578134252911801,0.0016451640796557,2.706564848989524e-06,0.3578134252911802,0.0016451640796555,2.70656484898894e-06,0.5434923355854019,0.0,0.0,0.5429697361648834,0.0,0.0,0.446002100078039,0.0,0.0,0.5839684312637294,8.275113844157577e-17,6.847750913376839e-33,0.5834951674132557,8.275113844157577e-17,6.847750913376839e-33,0.4974834382331247,0.0,0.0,0.6694682938138854,0.0,0.0,0.669206133060099,0.0,0.0,0.7258922316488134,0.0,0.0,0.728563705385703,0.0,0.0,0.7283539510039181,0.0,0.0,0.7869701170358754,0.0,0.0,2.526568365097046,1.3900428545848644,1.9322191375824385,0.9745522010808668,0.0,0.0
0.4,0.8,0.75,0.5,0.75,0.75,0.3407436040379595,0.0155840498423116,0.0002428626094876,0.3407436040379594,0.0155840498423116,0.0002428626094876,0.5434923355854019,0.0,0.0,0.5429697361648834,0.0,0.0,0.446002100078039,0.0,0.0,0.5367222212678395,0.0252221040024621,0.000636154530311,0.5361995433271247,0.0252505600130581,0.000637590780973,0.4651230933860883,0.0113553462164446,0.0001289438876953,0.6694682938138854,0.0,0.0,0.669206133060099,0.0,0.0,0.7258922316488134,0.0,0.0,0.627266818437669,0.0,0.0,0.6269819826872108,0.0,0.0,0.6645141011683655,0.0,0.0,2.374873900413513,1.086362996901204,1.1801845610361654,0.8943902124057184,0.0,0.0
0.4,1.0,0.0,0.5,0.5,0.75,0.3784054755484739,0.0004856267100169,2.3583330148190695e-07,0.3784054755484743,0.0004856267100172,2.3583330148215397e-07,0.7129195166312857,0.0,0.0,0.7125808340528733,0.0,0.0,0.5287189355683933,0.0,0.0,0.5976925925827804,0.0,0.0,0.5972337663680639,0.0,0.0,0.5064432546499539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.758861683823514,0.0,0.0,0.7586746943130696,0.0,0.0,0.8193132347279539,0.0,0.0,0.528275728225708,0.1390459019941486,0.0193337628613663,0.6671149679251124,0.0,0.0
0.8,0.0,0.75,0.75,0.25,0.5,0.3616870266364028,0.0011352045180012,1.2886892976903872e-06,0.3616870266364028,0.0011352045180012,1.2886892976903872e-06,0.511707822988152,0.0,0.0,0.511154422442664,0.0,0.0,0.4208294676081926,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,0.5747616343060927,0.0,0.0,0.5744289941952359,0.0,0.0,0.6026037102436692,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3083418369293214,0.8385322279465853,0.7031362973050642,0.919343578852148,0.0,0.0
0.8,0.4,0.75,0.25,0.75,0.0,0.3517455859015804,0.0012932898137864,1.6725985424438672e-06,0.3517455859015804,0.0012932898137864,1.67259854244383e-06,0.511707822988152,0.0,0.0,0.511154422442664,0.0,0.0,0.4208294676081926,0.0,0.0,0.5839684312637294,1.0467283057891834e-16,1.095640146140294e-32,0.5834951674132557,1.0467283057891834e-16,1.095640146140294e-32,0.4974834382331247,0.0,0.0,0.5747616343060927,0.0,0.0,0.5744289941952359,0.0,0.0,0.6026037102436692,0.0,0.0,0.728563705385703,0.0,0.0,0.7283539510039181,0.0,0.0,0.7869701170358754,0.0,0.0,2.117215895652771,0.757907103317106,0.5744231772585263,0.919343578852148,0.0,0.0
0.8,0.8,0.75,0.75,0.0,0.75,0.3252829450294988,0.0252830019946911,0.0006392301898635,0.3252829450294988,0.0252830019946911,0.0006392301898635,0.511707822988152,0.0,0.0,0.511154422442664,0.0,0.0,0.4208294676081926,0.0,0.0,0.5207703620619537,0.0385274002591104,0.0014843605707257,0.5202296869599178,0.038570867533288,0.0014877118222704,0.4579413418533402,0.0173455778597627,0.000300869071289,0.5747616343060927,0.0,0.0,0.5744289941952359,0.0,0.0,0.6026037102436692,0.0,0.0,0.627266818437669,0.0,0.0,0.6269819826872108,0.0,0.0,0.6645141011683655,0.0,0.0,1.47483229637146,0.7292672068354699,0.531830658965608,0.8943902124057184,0.0,0.0
0.8,1.0,0.75,0.75,0.75,1.0,0.2894795897165614,0.0166813239562917,0.0002782665689347,0.2894795897165613,0.0166813239562917,0.0002782665689347,0.511707822988152,0.0,0.0,0.511154422442664,0.0,0.0,0.4208294676081926,0.0,0.0,0.4471937544126997,0.0092060758110666,8.475183183910686e-05,0.4465718246898115,0.0092164330243285,8.494263769193439e-05,0.4165240007414475,0.0065461558795,4.285215679871353e-05,0.5747616343060927,0.0,0.0,0.5744289941952359,0.0,0.0,0.6026037102436692,0.0,0.0,0.5874949963096943,0.0,0.0,0.587180964825791,0.0,0.0,0.6104222135968883,0.0,0.0,2.0742461681365967,0.9042045056415664,0.8175857880225093,0.8560859931513122,0.0,0.0
1.0,0.0,0.75,0.5,0.25,0.0,0.3079224662762537,0.0156919322011724,0.0002462367362061,0.3079224662762539,0.0156919322011725,0.0002462367362061,0.4141753958984756,0.0059040095400988,3.48573286495783e-05,0.4135133196418087,0.005910682022798,3.493616197462827e-05,0.3712796955868574,0.0031148059491134,9.702016100632278e-06,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,0.5452932559671247,0.0,0.0,0.5449389354552525,0.0,0.0,0.5602507817914801,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.006542730331421,0.6047188183211428,0.3656848492317193,0.8886987928904097,0.0,0.0
1.0,0.4,0.5,0.0,0.0,0.5,0.3731896204957871,0.0005956371293193,3.547835898237721e-07,0.3731896204957871,0.0005956371293193,3.547835898237721e-07,0.5554939015190242,0.0,0.0,0.5549833837400489,3.7007434154171876e-17,1.3695501826753676e-33,0.4547448868042504,0.0,0.0,0.730478220807379,0.0,0.0,0.7301656170240548,0.0,0.0,0.564063512639468,0.0,0.0,0.6990834319694211,0.0,0.0,0.6988436854001456,0.0,0.0,0.760444647108737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3732486963272095,0.2144310951780576,0.0459806945792612,0.696930162022324,0.0,0.0
1.0,0.8,0.5,0.5,0.0,0.5,0.3656804733230167,0.0008932354326498,7.978695381412027e-07,0.3656804733230165,0.0008932354326499,7.978695381413088e-07,0.5554939015190242,0.0,0.0,0.5549833837400489,5.233641528945917e-17,2.7391003653507356e-33,0.4547448868042504,0.0,0.0,0.6319256386993926,0.0,0.0,0.6315034344467289,0.0,0.0,0.5264049177813694,0.0,0.0,0.6990834319694211,0.0,0.0,0.6988436854001456,0.0,0.0,0.760444647108737,0.0,0.0,0.8284941560270178,0.0,0.0,0.828360121419513,0.0,0.0,0.8861414090276478,0.0,0.0,0.8052894592285156,0.2849394951187388,0.0811905158785218,0.696930162022324,0.0,0.0
1.0,1.0,0.5,0.0,0.5,0.5,0.3600946828864995,0.0011423088874277,1.304869594296344e-06,0.3600946828864994,0.0011423088874277,1.3048695942964565e-06,0.5554939015190242,0.0,0.0,0.5549833837400489,5.233641528945917e-17,2.7391003653507356e-33,0.4547448868042504,0.0,0.0,0.5976925925827804,0.0,0.0,0.5972337663680639,0.0,0.0,0.5064432546499539,0.0,0.0,0.6990834319694211,0.0,0.0,0.6988436854001456,0.0,0.0,0.760444647108737,0.0,0.0,0.758861683823514,0.0,0.0,0.7586746943130696,0.0,0.0,0.8193132347279539,0.0,0.0,0.4104182720184326,0.1715860730046907,0.029441780449171,0.6671149679251124,0.0,0.0
