num_groups,sensitive_p,fair_majority,fair_minority,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,NMI_van_rows,AMI_van_rows,ARI_van_rows,NMI_van_cols,AMI_van_cols,ARI_van_cols,balance_chierichetti,balance_bera,KL_fairness_error,time
2,0.0,0.0,0.0,0,17,4,4,0.3075619917035833,0.3073762154095664,0.902462641840836,0.9020594281071008,0.7700580044778049,0.897406368541996,0.8969792788487176,0.7526454569778374,0.8332735078549995,0.8328288887203084,0.6662608393363932,0.8281626276133816,0.8276964442337125,0.6590455003918929,0.9897959183673469,0.9968655259236422,8.981671126838267e-06,1.1325170993804932
2,0.0,0.0,0.0,1,15,3,3,0.29505135991277176,0.2953021663146494,0.7893604470334368,0.7887214729506181,0.6087639900510177,0.7889606460971246,0.7883188157233194,0.6085417084158432,0.3861554002614766,0.384916117660302,0.15922745135678004,0.36958036930915306,0.3682914622386319,0.13669890873660492,0.9949238578680203,0.998,2.232160529044337e-06,1.092733383178711
2,0.0,0.0,0.0,2,31,3,3,0.2987750648280684,0.29875189653209566,0.7894563009729061,0.7888176692314446,0.6090757458430014,0.789789857030486,0.789150994948784,0.6112350182388241,0.3863257306839773,0.3850869244565344,0.15954531534117092,0.3710829725937891,0.3697983388154702,0.1394956227629166,0.9902912621359223,0.9971161835866855,8.141650564092318e-06,1.7403626441955566
2,0.0,0.0,0.0,3,21,3,3,0.31164303676596333,0.31171724552657604,0.7354729417434915,0.734633884876582,0.4668474983380486,0.7250071641342934,0.7241254949570672,0.44647024161769056,0.5930736488835705,0.5922017953779825,0.344374365302904,0.5768907032387738,0.5759618527970575,0.3218598099085454,0.9897959183673469,0.9968655259236422,6.9608814993188796e-06,1.1088624000549316
2,0.0,0.0,0.0,4,18,3,3,0.3000960427427212,0.30006657630309463,0.7919954100813236,0.7913658592256422,0.6149134768877957,0.7926764584473263,0.7920479364188315,0.6178455857756018,0.6612016518984709,0.6605196944893666,0.47988632683089266,0.6489462238665674,0.6482315250053116,0.4562355416832998,0.9902912621359223,0.9971161835866855,8.141650564092318e-06,1.324019432067871
2,0.0,0.0,0.0,5,14,2,2,0.29845323867529133,0.2984532386752915,0.5923035749787092,0.5915865303510878,0.37932760189374876,0.5936479709519707,0.5929324165216566,0.3829540138806239,0.34926995282480183,0.3484640814213256,0.18697208993064182,0.3313580831174686,0.33051922751079077,0.16087386817347216,0.9902912621359223,0.9971161835866855,6.141649230756918e-06,1.0426974296569824
2,0.0,0.0,0.0,6,15,5,5,0.2961510883554918,0.2959491323549751,1.0,1.0,1.0,1.0,1.0,1.0,0.739964857200733,0.7391430675807577,0.476493102656082,0.7303232410180941,0.7294623299636518,0.45744797462502,0.9897959183673469,0.9968655259236422,1.440730531579535e-05,0.5465011596679688
2,0.0,0.0,0.0,7,17,4,4,0.2926859041788298,0.2924940346636297,0.9032922516795583,0.9028927793128343,0.7730668342239174,0.9037907607564276,0.9033926442098374,0.7752391372397232,0.5824622892768059,0.5813499290240142,0.3104286934092968,0.5710951027994496,0.5699404978572171,0.2922549271034125,0.9902912621359223,0.9971161835866855,1.0141651897427719e-05,1.0040419101715088
2,0.0,0.0,0.0,8,29,3,3,0.2987750648280686,0.2987518965320957,0.7894563009729061,0.7888176692314446,0.6090757458430014,0.789789857030486,0.789150994948784,0.6112350182388241,0.3863257306839773,0.3850869244565344,0.15954531534117092,0.3710829725937891,0.3697983388154702,0.1394956227629166,0.9902912621359223,0.9971161835866855,8.141650564092318e-06,3.3744804859161377
2,0.0,0.0,0.0,9,22,3,3,0.29479873514155086,0.2948250570627074,0.7964875200702813,0.7958739447619763,0.6258352922217565,0.8021489417124285,0.8015540214626932,0.6413806962628472,0.6678252372828262,0.6671600065866087,0.4912865988346346,0.6631635923571185,0.6624852435215407,0.4806777554355714,0.9907407407407407,0.997343524257818,5.655708950394402e-06,2.3658063411712646
2,0.0,0.0,0.1,0,17,2,2,0.2818245717161818,0.28182457171618175,0.5894237140038193,0.5887000950405018,0.37368136332854246,0.590322057951245,0.589598903605611,0.3763936641634434,0.3583344862751315,0.35753751536204764,0.20465141003212647,0.3533996256199779,0.3525856451188521,0.204067150489,0.9933774834437086,0.998,2.874193288464593e-06,2.507178544998169
2,0.0,0.0,0.1,1,21,2,2,0.3065022615582611,0.306502261558261,0.5864457028076931,0.5857152626526245,0.36794884669240996,0.581408430461704,0.5806647649710639,0.35946576657210166,0.35897326090147674,0.3581746767699083,0.20635378789130668,0.34749034925094247,0.34666138649746675,0.1947169993965825,0.9948453608247423,0.9994148503725798,2.38479080233011e-07,2.2765843868255615
