sensitive_p,fair_majority,fair_minority,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,NMI_van_rows_mean,NMI_van_rows_std,NMI_van_rows_var,AMI_van_rows_mean,AMI_van_rows_std,AMI_van_rows_var,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_rows_var,NMI_van_cols_mean,NMI_van_cols_std,NMI_van_cols_var,AMI_van_cols_mean,AMI_van_cols_std,AMI_van_cols_var,ARI_van_cols_mean,ARI_van_cols_std,ARI_van_cols_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.3,0.3221439578675716,0.0133563913808022,0.0001783931907171,0.3214705940564972,0.0147757143781931,0.0002183217353859,0.7864056764738179,0.112578213446544,0.0126738541428156,0.7861584735698488,0.112708507620907,0.012703207690132,0.6555887076474612,0.181532754160459,0.0329541408330816,0.7778464824544195,0.1173539022037167,0.0137719383624395,0.777585725129571,0.1174917874362867,0.0138043201149735,0.6391941408940589,0.1908698724961402,0.0364313082266928,0.6550037021643701,0.3457988897911875,0.1195768721808178,0.6547117256884237,0.3460668058545542,0.1197622341143737,0.5515909560937146,0.4265387677976171,0.1819353204343095,0.6353023443188419,0.3647228911403483,0.1330227873217743,0.634985143088528,0.3650139032387167,0.1332351495575632,0.5201760637666741,0.455106492047066,0.2071219191033861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5658176898956295,2.619256914151378,6.860506782329802
0.1,0.1,0.1,0.3190611520222395,0.0153584741030209,0.0002358827267731,0.3180511063056279,0.0169846458636976,0.0002884781951152,0.8127984805580407,0.1291838860924986,0.0166884764259596,0.812581747617371,0.129333450264797,0.0167271413573967,0.6979741652415121,0.2084251323307303,0.0434410357870824,0.8030900937966686,0.1360462248804794,0.0185085753042299,0.8028583145016401,0.1362064469013043,0.0185521961774778,0.679066771673489,0.2218998820417423,0.0492395576501391,0.7738989459629395,0.291672353832092,0.0850727619899531,0.7736908700658429,0.2919072084260075,0.0852098183310645,0.6892486856587117,0.3701224820132137,0.1369906516916217,0.7604290738723936,0.3079322767187558,0.0948222870451964,0.7602028728355005,0.3081875797452511,0.0949795843092355,0.6664011660343101,0.3956967562660762,0.1565759229194945,0.866325531444455,0.0434169332455179,0.0018850300924457,0.9278533841408094,0.0249416927893278,0.0006220880391972,0.0039610900413544,0.0026678923716519,7.117649706718652e-06,3.76411612033844,1.9438926917720376,3.778718797124738
0.2,0.1,0.2,0.3190611520222395,0.0153584741030209,0.0002358827267731,0.3180511063056279,0.0169846458636976,0.0002884781951152,0.8127984805580407,0.1291838860924986,0.0166884764259596,0.812581747617371,0.129333450264797,0.0167271413573967,0.6979741652415121,0.2084251323307303,0.0434410357870824,0.8030900937966686,0.1360462248804794,0.0185085753042299,0.8028583145016401,0.1362064469013043,0.0185521961774778,0.679066771673489,0.2218998820417424,0.0492395576501391,0.7738989459629395,0.2916723538320921,0.0850727619899531,0.7736908700658429,0.2919072084260075,0.0852098183310645,0.6892486856587117,0.3701224820132137,0.1369906516916217,0.7604290738723936,0.3079322767187558,0.0948222870451964,0.7602028728355005,0.3081875797452511,0.0949795843092355,0.6664011660343101,0.3956967562660762,0.1565759229194945,0.7415934065934067,0.0754660767618937,0.005695128741832,0.8496824532752676,0.0498451314486106,0.0024845371291292,0.0172247049287259,0.0113184924250086,0.0001281082707749,6.267756175994873,2.237364078836732,5.005798021268937
0.3,0.1,0.0,0.3220877465116366,0.0133266065882878,0.0001775984431589,0.3214143827005623,0.0147459443636878,0.0002174428751769,0.786610000711518,0.1124702712891731,0.0126495619238602,0.7863630847406798,0.1126004138182647,0.0126788531920444,0.6560326769474722,0.1812980223611062,0.0328689729120481,0.7795302013550517,0.1164516474703008,0.0135609861985472,0.7792718551207274,0.1165882373496523,0.0135928170882988,0.6426795419666006,0.1889951581367848,0.0357191697991483,0.582155353985274,0.3417541361272639,0.1167958895600924,0.5818059053051219,0.342014113906229,0.116973654111063,0.4611253932141796,0.4166890632385603,0.1736297754226289,0.5584334549703093,0.3602963848713709,0.129813484951379,0.558053853537851,0.3605787279029013,0.1300170190160745,0.4236417961705995,0.4442729467057423,0.1973784511746034,0.699101178979559,0.0831861538920962,0.0069199361993595,0.8201713456204475,0.0620865126494103,0.0038547350529653,0.0252645215893538,0.0232189989322747,0.0005391219114169,3.820978856086731,4.026520416335539,16.212866663166924
0.4,0.5,0.1,0.3222001692235065,0.013385847626618,0.000179180916683,0.3215268054124321,0.0148051874018064,0.0002191935740026,0.786201352236118,0.1126856405562035,0.0126980535875619,0.7859538623990175,0.1128160855253423,0.0127274691532613,0.6551447383474504,0.1817659779350756,0.0330388707346944,0.7761627635537872,0.118222632045673,0.0139765907278066,0.7758995951384147,0.1183617560174893,0.0140095052875436,0.6357087398215172,0.1926563029148617,0.0371164510528229,0.7278520503434661,0.3325128329295366,0.1105647840628259,0.7276175460717256,0.3327748912376244,0.1107391282382127,0.6420565189732494,0.4147941159541535,0.1720541586301878,0.7121712336673746,0.3508580409725702,0.1231013649151097,0.7119164326392051,0.3511427463222937,0.1233012282947627,0.6167103313627489,0.4428959229238737,0.1961567985425898,0.550071530758226,0.1229020645225192,0.0151049174638974,0.7023952095808383,0.1028844827559772,0.0105852167919649,0.0691287016468273,0.0467898764913331,0.0021892925420742,7.714347577095031,4.67800514761048,21.88373216107015
0.5,0.0,0.1,0.3253391864247735,0.0100290875819575,0.0001005825977265,0.3250025045192364,0.0110933958851859,0.0001230634322654,0.7596042239141952,0.0844725675675053,0.0071356146714467,0.7593259771806642,0.0845703435793066,0.0071521430131219,0.6123153114533885,0.1362363774960767,0.0185603505532535,0.7492354333109057,0.0885060155408565,0.0078333147869183,0.7489408757751892,0.0886101816223938,0.0078517642871536,0.5923507079695455,0.1442766330422331,0.0208157468420031,0.6818051547239928,0.3624154956365653,0.1313449914774972,0.6815442220776082,0.3626998942546348,0.1315512132923233,0.5948643522877873,0.4496315748834342,0.2021685531321573,0.6639133934623557,0.3823680022410268,0.1462052891377939,0.6636299924429099,0.3826768646123719,0.1464415827095556,0.5670194966911877,0.4798443597765192,0.2302506096093376,0.4651014492753623,0.1360848763129464,0.0185190935611099,0.6242242787152967,0.12778792141526,0.0163297528596326,0.1108827249638949,0.0738486923324217,0.0054536293592086,3.088206481933594,1.7591183202414649,3.094497264609153
0.6,0.2,0.4,0.3191173633781745,0.0153966080268216,0.0002370555387315,0.3181073176615629,0.0170228427722822,0.0002897771760498,0.8125941563203407,0.1293238555925304,0.0167246596253176,0.8123771364465397,0.1294736160705833,0.0167634172583928,0.6975301959415012,0.2087284913834849,0.0435675831152255,0.8014063748960363,0.137141091960521,0.0188076791041241,0.8011721845104838,0.1373028645684503,0.0188520766187022,0.6755813706009473,0.224128372562615,0.0502335273875663,0.8467472941420355,0.2383553888410507,0.0568132913895685,0.8465966904491447,0.2385593263058131,0.0569105521674834,0.7797142485382466,0.3153339903430742,0.099435525465686,0.8372979632209262,0.2520451298158221,0.0635267474638746,0.8371341623861775,0.2522669967706306,0.0636386376596733,0.7629354336303849,0.3379977906234394,0.1142425064663263,0.4213047643933455,0.1466298023823264,0.0215002989466801,0.5786608600979859,0.1527360516377691,0.0233283014698952,0.1575498708785795,0.1274122283052835,0.0162338759217176,3.5907439470291136,1.184606672978896,1.4032929696661292
0.7,1.0,1.0,0.0369521639930716,0.000138660972369,1.9226865258330322e-08,0.1686497794762332,0.0006932871366056,4.806470537828596e-07,0.4222058547210441,0.0047110209289934,2.219371819341448e-05,0.4191085765539935,0.004736274459835,2.2432295758886204e-05,0.2190881517226936,0.0014882103370869,2.214770007412547e-06,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3014234940473561,1.8503717077085938e-17,3.423875456688419e-34,0.2992618869367561,0.0,0.0,0.1113869206298869,0.0,0.0,0.7138895085648629,6.409875621278546e-17,4.108650548026103e-33,0.7135515064561819,6.409875621278546e-17,4.108650548026103e-33,0.531565670754865,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.185269117355347,21.773964709889505,474.1055391875136
0.8,1.0,1.0,0.0330910733904396,0.0033726483424368,1.137475684174176e-05,0.1624621452604618,0.0138194712634219,0.0001909777860005,0.3935702131466192,0.0001059233410559,1.1219754180451176e-08,0.3903194329959077,0.0001064911454449,1.1340364058168794e-08,0.2022905356119186,0.0005852959288567,3.4257132433625e-07,0.9713889508564864,0.090476081540513,0.0081859213309255,0.9713551506456184,0.0905829671922501,0.0082052739453522,0.9531565670754866,0.1481319414627849,0.0219430720815339,0.2915038588485564,0.0,0.0,0.2893115573848003,0.0,0.0,0.107602842221055,0.0,0.0,0.7425005577083765,0.090476081540513,0.0081859213309255,0.7421963558105638,0.0905829671922501,0.0082052739453522,0.5784091036793786,0.1481319414627849,0.0219430720815339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.10968918800354,42.314640537024566,1790.5288037776024
0.9,1.0,1.0,0.028345429171282,0.0023601344698406,5.5702347157298615e-06,0.140511257646786,0.0177405478489321,0.0003147270379802,0.3433638587831015,0.0118104698859041,0.0001394871989258,0.3398439463705145,0.0118737801683276,0.0001409866554857,0.1707233189398389,0.0068268787855057,4.6606273951988096e-05,0.9713889508564864,0.090476081540513,0.0081859213309255,0.9713551506456184,0.0905829671922501,0.0082052739453522,0.9531565670754866,0.1481319414627849,0.0219430720815339,0.2600687243630134,0.0157974769612979,0.0002495602783427,0.2577791530803505,0.0158463591356025,0.0002511070978544,0.0968827534264223,0.0048301909289545,2.3330744410155143e-05,0.7425005577083766,0.090476081540513,0.0081859213309255,0.7421963558105638,0.0905829671922501,0.0082052739453522,0.5784091036793786,0.1481319414627849,0.0219430720815339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.37934341430664,28.63035243457052,819.6970805277183
1.0,1.0,1.0,0.033799125847188,0.0062837347980053,3.948532301166348e-05,0.1878188115126016,0.0190358861341472,0.0003623649609122,0.3294996406534782,0.0220353915979457,0.0004855584828748,0.3259054087960388,0.0221535127970897,0.0004907781292508,0.1560139131196138,0.0139324151666953,0.0001941121923771,0.9156631858516175,0.1315992042253975,0.0173183505527578,0.91556316754146,0.1317525429619102,0.0173587325769299,0.86553130571422,0.2146376179312392,0.0460693070311966,0.2393961709783766,0.0379534573639285,0.0014404649258755,0.2370426325596739,0.0380708968463769,0.0014493931866874,0.087504692439573,0.0147768255387414,0.0002183545730024,0.6435914110259516,0.2353238365436376,0.0553773080456166,0.6432271974161566,0.2354912410124134,0.0554561245935665,0.4782652214954735,0.2758575553489553,0.0760973908431019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.482166290283203,13.530434976677356,183.072670658094
