num_groups,sensitive_p,fair_majority,fair_minority1,fair_minority2,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,NMI_van_rows,AMI_van_rows,ARI_van_rows,NMI_van_cols,AMI_van_cols,ARI_van_cols,balance_chierichetti,balance_bera,KL_fairness_error,time
3,0.0,0.0,0.0,0.0,0,36,5,5,0.15103941210017782,0.1512989153744375,0.6900166879633618,0.6867680123789657,0.2912118379024002,0.7003965760484799,0.6972644044877041,0.3020608441188349,0.9409684656078934,0.9406606574581482,0.9583452963785257,0.9319371322961366,0.9315840872048565,0.949674476531606,0.9411764705882353,0.9655882352941177,0.0009577688935717508,1.9909329414367676
3,0.0,0.0,0.0,0.0,1,46,4,4,0.1306724461986222,0.13080463399310716,0.6797714832066183,0.6772621896259577,0.3512469555488558,0.6999980769698314,0.6976546531117163,0.3697167205959232,0.695183757234722,0.6939882061808761,0.6611385238141436,0.6961220221456406,0.6949374687956549,0.6523788352046209,0.9696969696969697,0.9805724091438376,0.00019605646570441167,0.8064591884613037
3,0.0,0.0,0.0,0.0,2,39,5,5,0.13549937168396278,0.1342414419400144,0.7353217011257526,0.7326487556143295,0.38317582534363204,0.7369628665671711,0.7342859720045234,0.37984194464168447,0.5617941566845157,0.5596279401146501,0.3478413542053991,0.579963541558864,0.5778690684626212,0.3935664216894168,0.9473684210526315,0.9639473684210527,0.0005925056393463711,1.3697941303253174
3,0.0,0.0,0.0,0.0,3,25,4,4,0.15211905769290224,0.15196698804494377,0.6453262631415022,0.6424392581049658,0.2766479861656955,0.6355220238068418,0.6325293974849063,0.2566788456909511,0.6166377316019797,0.6150486980051693,0.48477960227166345,0.63425667451457,0.6327228933422131,0.5293861926583187,0.96,0.9723600000000001,0.00043172151014930944,0.5566232204437256
3,0.0,0.0,0.0,0.0,4,53,4,4,0.1169057439645104,0.11796585725611121,0.6734618900385972,0.6709476266374769,0.39240738117493607,0.6902795310429112,0.6879043824727888,0.412742195640723,0.5139907047355817,0.512132665351501,0.39909137289341434,0.5142549955507391,0.512411576486969,0.3772431888289289,0.9555555555555556,0.9736538461538463,0.0005925767625655897,0.7855982780456543
3,0.0,0.0,0.0,0.0,5,48,4,4,0.12540463426990947,0.12643907248420305,0.6670711880554455,0.6644638822922235,0.34732402412231483,0.6770055346304145,0.6744853612488659,0.3612079290097973,0.6961984771558852,0.69500786522946,0.6628628843688906,0.6880321652691077,0.6868180551012142,0.6429465625269325,0.9411764705882353,0.9706676373343041,0.0008362228161209184,0.7977650165557861
3,0.0,0.0,0.0,0.0,6,28,5,5,0.13763726233379303,0.1365680852944475,0.7340609916945566,0.7313780395714327,0.3837360712289156,0.737963678703556,0.7352995773391444,0.3810630326520559,0.5624505322508652,0.5602905201054491,0.34762219942970785,0.5816336440107664,0.5795502303163522,0.39521070413412507,0.9473684210526315,0.9639473684210527,0.000608690433757054,2.116999626159668
3,0.0,0.0,0.0,0.0,7,43,4,4,0.1475432799577413,0.14773377152801795,0.6377877433623975,0.6348422518348498,0.27101161862325557,0.6467832448945121,0.6439072650369652,0.2786791950300249,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,0.9764705882352941,0.00028392454633918577,1.1736915111541748
3,0.0,0.0,0.0,0.0,8,29,5,5,0.12805519312181746,0.12570804633697905,0.7758190823105946,0.7736348828308409,0.48891859240098323,0.7524353718895649,0.7499867794583438,0.4586042568596279,0.6388211663868267,0.6371232694145083,0.4838555329184561,0.623709410410927,0.6219077532927765,0.49142823999800683,0.9473684210526315,0.9639473684210527,0.0007000032312630567,0.5579366683959961
3,0.0,0.0,0.0,0.0,9,46,3,3,0.12291483564111376,0.122747230520411,0.5962050578220857,0.5939932292995908,0.29923696434102054,0.5952282350272109,0.5930111412668634,0.30634695129388456,0.7168993666792772,0.716097935076987,0.6727097853702997,0.7162134603081797,0.7154117482954344,0.6591070603500757,0.9405940594059405,0.9638016394773151,0.0005825602440601724,0.8971850872039795
