num_groups,sensitive_p,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,balance_chierichetti,balance_bera,KL_fairness_error,time
2,0.0,0,14,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,1.0,1.0,0.0,0.518216609954834
2,0.1,1,21,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.907514450867052,0.9515151515151516,0.0014619967710067,0.1272883415222168
2,0.2,4,34,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.8131868131868132,0.896969696969697,0.0066252461160548,0.1379480361938476
2,0.3,3,26,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.7368421052631579,0.8484848484848485,0.0144045938760779,0.5874252319335938
2,0.4,1,17,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.6666666666666666,0.8,0.0252865513132937,0.0569000244140625
2,0.5,0,21,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.5942028985507246,0.7454545454545455,0.0414155331742146,0.0468699932098388
2,0.6,9,25,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.5348837209302325,0.696969696969697,0.0594246702019731,0.0557751655578613
2,0.7,0,18,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.4798206278026906,0.6484848484848484,0.0811621437363347,0.1350040435791015
2,0.8,2,21,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.4285714285714285,0.6,0.1069708219432512,0.054530382156372
2,0.9,2,16,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.375,0.5454545454545454,0.1414323135325782,0.1490705013275146
2,1.0,7,27,2,2,0.3287592604057154,0.3287592604057155,0.7319854744037725,0.7316750361081552,0.5672660380592719,0.7138895085648629,0.713551506456182,0.531565670754865,0.3253012048192771,0.4909090909090909,0.1824630506301132,0.0859715938568115
